_step,train/perplexity,_runtime,mfu,lr,val/loss,train/loss,tokens,val/perplexity,iter,_timestamp,n_params,use_cosine_sched,init_from,wandb_project,log_interval,pos_enc_type,n_params_wo_embedding,beta1,out_dir,eval_interval,device,d_model,dropout_rate,decay_lr,max_iters,norm_first,datetime_now,weight_decay,wandb_run_name,symmetric_rels,always_save_checkpoint,model_name,compile,max_seq_len,grad_clip,bias,batch_size,warmup_iters,dtype,sa,activation,rca,eval_only,n_layers,gradient_accumulation_steps,vocab_source,symbol_type,sym_attn_n_symbols,wandb_log,trainable_symbols,vocab_size,rca_type,learning_rate,eval_iters,beta2,group,name,Generated Samples
14000,6.158676624298096,2266.394289255142,8.350913699083717,0.001,1.8179129362106323,1.8176226615905762,1835008000.0,6.160525321960449,14000,1715784252.4919221,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
16000,6.055663585662842,2587.6306421756744,8.333276160832902,0.001,1.8005194664001465,1.8007545471191406,2097152000.0,6.054282188415527,16000,1715784573.728275,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
18000,5.982236385345459,2908.9244453907013,8.330881770703034,0.001,1.7882816791534424,1.7885569334030151,2359296000.0,5.98060417175293,18000,1715784895.0220783,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
20000,5.9192728996276855,3230.1753268241882,8.306442912011118,0.001,1.7779209613800049,1.7779746055603027,2621440000.0,5.918949127197266,20000,1715785216.2729597,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
22000,5.86491584777832,3551.467047929764,8.329269316837149,0.001,1.7690850496292114,1.7687559127807617,2883584000.0,5.866862773895264,22000,1715785537.5646808,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
24000,5.814191818237305,3872.689341068268,8.333061786887821,0.001,1.760036587715149,1.7600603103637695,3145728000.0,5.814051628112793,24000,1715785858.786974,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
26000,5.76099967956543,4193.822418689728,8.33603528209447,0.001,1.751130223274231,1.7508749961853027,3407872000.0,5.762481689453125,26000,1715786179.9200516,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
28000,5.734730243682861,4514.828293323517,8.327870778079378,0.001,1.7461436986923218,1.7463018894195557,3670016000.0,5.733827114105225,28000,1715786500.9259262,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
30000,5.689396381378174,4835.825527667999,8.335779028238608,0.001,1.7401024103164673,1.7383735179901123,3932160000.0,5.699270248413086,30000,1715786821.9231606,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
32000,5.679200649261475,5157.006552219391,8.338467950414838,0.001,1.7367340326309204,1.7365723848342896,4194304000.0,5.680079460144043,32000,1715787143.104185,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
34000,5.646324634552002,5478.205919265747,8.33247011886391,0.001,1.7316604852676392,1.730769395828247,4456448000.0,5.6513671875,34000,1715787464.3035522,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
36000,5.6305413246154785,5799.321803569794,8.336321351594055,0.001,1.7282023429870605,1.7279715538024902,4718592000.0,5.631842136383057,36000,1715787785.4194365,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
38000,5.619833946228027,6120.513193845749,8.34988393381049,0.001,1.7261550426483154,1.7260773181915283,4980736000.0,5.620340347290039,38000,1715788106.6108267,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
40000,5.595334053039551,6441.496346712112,8.350579650091314,0.001,1.7220622301101685,1.721705436706543,5242880000.0,5.597352504730225,40000,1715788427.5939796,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
42000,5.580794811248779,6762.428944349289,8.335947149267966,0.001,1.7191799879074097,1.7190971374511719,5505024000.0,5.581267833709717,42000,1715788748.5265772,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
44000,5.569517135620117,7083.437941789627,8.335635777997094,0.001,1.716996431350708,1.7170743942260742,5767168000.0,5.569065570831299,44000,1715789069.5355747,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
46000,5.524104595184326,7404.294226408005,8.339066070224202,0.001,1.7143243551254272,1.70890212059021,6029312000.0,5.554238319396973,46000,1715789390.3918593,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
48000,5.534249782562256,7724.93879699707,8.325220391013657,0.001,1.7123894691467285,1.7107280492782593,6291456000.0,5.543508529663086,48000,1715789711.03643,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
50000,5.5279459953308105,8045.9688313007355,8.342778783178122,0.001,1.7102441787719727,1.709586501121521,6553600000.0,5.5316362380981445,50000,1715790032.0664642,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
52000,5.520682334899902,8366.978154182434,8.351687365858016,0.001,1.7082868814468384,1.7082768678665161,6815744000.0,5.52077579498291,52000,1715790353.075787,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
54000,5.515385627746582,8687.937680721283,8.340805913411533,0.001,1.7076389789581299,1.7073121070861816,7077888000.0,5.51722526550293,54000,1715790674.0353136,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
56000,5.500863075256348,9008.723373174667,8.336348549580745,0.001,1.704756259918213,1.7046806812286377,7340032000.0,5.501349449157715,56000,1715790994.821006,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
58000,5.497404098510742,9330.17967247963,8.334887432718494,0.001,1.7039458751678467,1.7040525674819946,7602176000.0,5.496848106384277,58000,1715791316.2773054,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
60000,5.489689350128174,9651.446617364883,8.33766575394272,0.001,1.7026599645614624,1.7026461362838745,7864320000.0,5.489780902862549,60000,1715791637.5442502,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
62000,5.483395576477051,9972.516647577286,8.32335339767108,0.001,1.702255129814148,1.7014954090118408,8126464000.0,5.487576484680176,62000,1715791958.6142805,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
64000,5.480413913726807,10293.77230501175,8.336530317210924,0.001,1.7010997533798218,1.7009527683258057,8388608000.0,5.481237411499023,64000,1715792279.869938,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
66000,5.436324596405029,10614.895286560059,8.335546134445105,0.001,1.6997461318969727,1.6928714513778687,8650752000.0,5.473834991455078,66000,1715792600.9929194,4586688,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,458688,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_10_06_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,standard,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=standard; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_10_06_22,
