name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
1task_match_patt__abstractor_train_size=10000__2024_08_04_23_50_30,0.700950026512146,69.08314156532288,1.501741647720337,1722829899.4800386,1.3902802467346191,{'runtime': 67},0.0,0.6910499930381775,1.5306472778320312,0.7188000082969666,,,,,,1task_match_patt,,,,,,469986,,,,,5000,,,abstractor,10000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_match_patt__abstractor,,abstractor
1task_match_patt__corelnet_train_size=12500__2024_08_04_23_50_24,0.92849999666214,32.63071799278259,0.3504306375980377,1722829857.293361,0.193179190158844,{'runtime': 31},0.0,0.8845000267028809,0.3886942565441131,0.967199981212616,,,,,,1task_match_patt,,,,,,215522,,,,,5000,,,corelnet,12500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_match_patt__corelnet,,corelnet
1task_match_patt__predinet_train_size=12500__2024_08_04_23_50_07,0.6177999973297119,40.19550800323486,0.8093068599700928,1722829847.971115,0.7767570614814758,{'runtime': 39},0.0,0.613099992275238,0.870041012763977,0.6317999958992004,,,,,,1task_match_patt,,,,,,376690,,,,,5000,,,predinet,12500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_match_patt__predinet,,predinet
1task_between__abstractor_train_size=2250__2024_08_04_23_50_03,0.7736999988555908,57.362093925476074,1.4468598365783691,1722829860.580838,1.2899690866470337,{'runtime': 56},0.0,0.7013999819755554,2.341958284378052,0.7972999811172485,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,2250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_match_patt__corelnet_train_size=10000__2024_08_04_23_49_45,0.9204999804496764,35.45737028121948,0.3681102395057678,1722829821.2181883,0.26926422119140625,{'runtime': 34},0.0,0.8953999876976013,0.3440697491168976,0.9556000232696532,,,,,,1task_match_patt,,,,,,215522,,,,,5000,,,corelnet,10000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_match_patt__corelnet,,corelnet
1task_match_patt__abstractor_train_size=7500__2024_08_04_23_49_30,0.6394500136375427,55.684232234954834,2.3020474910736084,1722829826.5186722,2.0783767700195312,{'runtime': 52},0.0,0.6111999750137329,3.0683069229125977,0.6503999829292297,,,,,,1task_match_patt,,,,,,469986,,,,,5000,,,abstractor,7500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_match_patt__abstractor,,abstractor
1task_match_patt__predinet_train_size=10000__2024_08_04_23_49_21,0.5651500225067139,40.83227443695069,1.873310923576355,1722829801.8879066,1.8714975118637085,{'runtime': 39},0.0,0.5531499981880188,2.177530527114868,0.5799999833106995,,,,,,1task_match_patt,,,,,,376690,,,,,5000,,,predinet,10000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_match_patt__predinet,,predinet
1task_match_patt__corelnet_train_size=7500__2024_08_04_23_49_06,0.9076499938964844,35.128976821899414,0.4855457544326782,1722829782.120056,0.3623483180999756,{'runtime': 34},0.0,0.8444499969482422,0.5979276895523071,0.9424999952316284,,,,,,1task_match_patt,,,,,,215522,,,,,5000,,,corelnet,7500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_match_patt__corelnet,,corelnet
1task_between__abstractor_train_size=2000__2024_08_04_23_48_59,0.7314199805259705,58.582337856292725,1.8545202016830444,1722829797.8505948,1.637834072113037,{'runtime': 57},0.0,0.7106599807739258,1.9811530113220217,0.7578999996185303,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,2000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_match_patt__predinet_train_size=7500__2024_08_04_23_48_38,0.5164499878883362,39.15798878669739,2.9837396144866943,1722829757.5440607,2.8524327278137207,{'runtime': 38},0.0,0.5204499959945679,2.6970677375793457,0.5321999788284302,,,,,,1task_match_patt,,,,,,376690,,,,,5000,,,predinet,7500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_match_patt__predinet,,predinet
1task_match_patt__abstractor_train_size=5000__2024_08_04_23_48_18,0.5252000093460083,67.2775502204895,3.366922616958618,1722829767.2174182,3.2076659202575684,{'runtime': 67},0.0,0.5244500041007996,3.4001739025115967,0.5321999788284302,,,,,,1task_match_patt,,,,,,469986,,,,,5000,,,abstractor,5000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_match_patt__abstractor,,abstractor
1task_match_patt__corelnet_train_size=5000__2024_08_04_23_48_14,0.8790000081062317,46.161945104599,0.8164519667625427,1722829742.244722,0.6932814717292786,{'runtime': 45},0.0,0.8578500151634216,0.6259612441062927,0.9154000282287598,,,,,,1task_match_patt,,,,,,215522,,,,,5000,,,corelnet,5000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_match_patt__corelnet,,corelnet
1task_between__abstractor_train_size=1750__2024_08_04_23_48_02,0.722320020198822,50.447752237319946,1.863386869430542,1722829732.9105823,1.6370407342910769,{'runtime': 49},0.0,0.6793599724769592,2.8600823879241943,0.7419000267982483,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,1750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_match_patt__predinet_train_size=5000__2024_08_04_23_47_40,0.5098999738693237,51.45563340187073,2.9947509765625,1722829712.9107714,3.027439832687378,{'runtime': 51},0.0,0.5054000020027161,3.0381932258605957,0.5214999914169312,,,,,,1task_match_patt,,,,,,376690,,,,,5000,,,predinet,5000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_match_patt__predinet,,predinet
1task_between__predinet_train_size=2500__2024_08_04_23_47_32,0.9204999804496764,31.99589514732361,0.257079154253006,1722829684.3929262,0.20353226363658905,{'runtime': 30},0.0,0.8869799971580505,0.42961758375167847,0.9365000128746032,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,2500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
1task_between__corelnet_train_size=2500__2024_08_04_23_47_29,0.9503999948501588,27.83958911895752,0.3482937514781952,1722829677.6300752,0.2335241734981537,{'runtime': 26},0.0,0.9641199707984924,0.2227010577917099,0.963699996471405,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,2500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__abstractor_train_size=1500__2024_08_04_23_47_06,0.7205600142478943,51.55605053901672,2.569467306137085,1722829678.2700057,2.2774977684020996,{'runtime': 50},0.0,0.6994199752807617,2.797750949859619,0.7419000267982483,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,1500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_between__corelnet_train_size=2250__2024_08_04_23_46_57,0.9540600180625916,28.124295711517338,0.3413139581680298,1722829645.225885,0.21082822978496552,{'runtime': 27},0.0,0.9698200225830078,0.2295675426721573,0.9690999984741212,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,2250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__predinet_train_size=2250__2024_08_04_23_46_56,0.8752599954605103,31.46006965637207,0.46060967445373535,1722829648.1126747,0.3416295051574707,{'runtime': 30},0.0,0.8281000256538391,0.758640468120575,0.8960999846458435,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,2250,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
xoccurs__abstractor_train_size=2500__2024_08_04_23_46_44,0.9319999814033508,42.82194757461548,0.2928357422351837,1722829646.9012637,0.30060267448425293,{'runtime': 41},0.0,0.9362999796867372,0.30525124073028564,0.9276999831199646,,,,,,xoccurs,,,,,,469986,,,,,5000,,,abstractor,2500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,xoccurs__abstractor,,abstractor
1task_between__corelnet_train_size=2000__2024_08_04_23_46_25,0.954580008983612,27.504616022109985,0.2674192488193512,1722829613.405449,0.18219731748104095,{'runtime': 25},0.0,0.9739800095558168,0.16318725049495697,0.9664000272750854,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,2000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__predinet_train_size=2000__2024_08_04_23_46_18,0.8142799735069275,32.685654401779175,0.8931292295455933,1722829611.5348074,0.7235375642776489,{'runtime': 31},0.0,0.7771000266075134,1.2581889629364014,0.8360999822616577,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,2000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
1task_between__abstractor_train_size=1250__2024_08_04_23_46_13,0.6674000024795532,49.76102161407471,2.7974092960357666,1722829623.7190807,2.1074254512786865,{'runtime': 48},0.0,0.556119978427887,6.581884384155273,0.6945000290870667,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,1250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_between__corelnet_train_size=1750__2024_08_04_23_45_55,0.9507399797439576,26.966963291168213,0.39041948318481445,1722829582.1482234,0.22488689422607425,{'runtime': 25},0.0,0.95770001411438,0.3564034700393677,0.9671000242233276,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,1750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__predinet_train_size=1750__2024_08_04_23_45_44,0.7854599952697754,31.626100778579712,0.7868195176124573,1722829575.7613847,0.7426344752311707,{'runtime': 30},0.0,0.7119399905204773,1.2599631547927856,0.7930999994277954,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,1750,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
xoccurs__abstractor_train_size=2250__2024_08_04_23_45_42,0.7659000158309937,57.8199508190155,1.6029067039489746,1722829600.8125808,1.2906149625778198,{'runtime': 56},0.0,0.7569000124931335,2.040363311767578,0.8004999756813049,,,,,,xoccurs,,,,,,469986,,,,,5000,,,abstractor,2250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,xoccurs__abstractor,,abstractor
1task_between__corelnet_train_size=1500__2024_08_04_23_45_24,0.9294800162315368,26.57160711288452,0.48336508870124817,1722829551.03136,0.3677123188972473,{'runtime': 25},0.0,0.9241999983787536,0.4296974241733551,0.9430000185966492,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,1500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__abstractor_train_size=1000__2024_08_04_23_45_18,0.6755200028419495,48.420944929122925,1.9924424886703491,1722829566.579217,1.9169564247131348,{'runtime': 47},0.0,0.6365399956703186,2.486152410507202,0.6855999827384949,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,1000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_between__predinet_train_size=1500__2024_08_04_23_45_06,0.7244600057601929,33.91080188751221,1.5187945365905762,1722829540.04195,1.2602239847183228,{'runtime': 32},0.0,0.6655799746513367,2.4653921127319336,0.75,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,1500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
1task_between__corelnet_train_size=1250__2024_08_04_23_44_53,0.9171800017356871,26.49615240097046,0.6647909879684448,1722829520.2340903,0.5381485819816589,{'runtime': 25},0.0,0.8829600214958191,0.9241882562637328,0.9261000156402588,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,1250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
xoccurs__abstractor_train_size=2000__2024_08_04_23_44_33,0.7827000021934509,64.71655130386353,0.9984528422355652,1722829537.795761,0.7316585183143616,{'runtime': 63},0.0,0.7026000022888184,1.9013900756835935,0.8220999836921692,,,,,,xoccurs,,,,,,469986,,,,,5000,,,abstractor,2000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,xoccurs__abstractor,,abstractor
1task_between__predinet_train_size=1250__2024_08_04_23_44_26,0.712939977645874,34.98658752441406,1.3436962366104126,1722829501.3133764,0.9777560830116272,{'runtime': 33},0.0,0.637499988079071,2.2257778644561768,0.7621999979019165,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,1250,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
1task_between__abstractor_train_size=750__2024_08_04_23_44_23,0.633620023727417,51.17008209228515,3.4966840744018555,1722829514.624643,3.3742692470550537,{'runtime': 50},0.0,0.6087599992752075,4.043605804443359,0.6412000060081482,,,,,,1task_between,,,,,,469986,,,,,5000,,,abstractor,750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_between__abstractor,,abstractor
1task_between__corelnet_train_size=1000__2024_08_04_23_44_23,0.9140999913215636,26.301607847213745,0.7826452255249023,1722829489.323274,0.6260744333267212,{'runtime': 25},0.0,0.898419976234436,0.7133753895759583,0.9286999702453612,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,1000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__corelnet_train_size=750__2024_08_04_23_43_48,0.887939989566803,29.98700499534607,1.1329947710037231,1722829458.304909,0.80954509973526,{'runtime': 28},0.0,0.8769000172615051,1.629299879074097,0.9104999899864196,,,,,,1task_between,,,,,,215522,,,,,5000,,,corelnet,750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,1task_between__corelnet,,corelnet
1task_between__predinet_train_size=1000__2024_08_04_23_43_47,0.680899977684021,35.20545554161072,1.8457378149032593,1722829462.7843206,1.6572933197021484,{'runtime': 34},0.0,0.621720016002655,2.657517433166504,0.6988000273704529,,,,,,1task_between,,,,,,376690,,,,,5000,,,predinet,1000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,1task_between__predinet,,predinet
xoccurs__abstractor_train_size=1750__2024_08_04_23_43_36,0.630050003528595,52.32371354103088,1.629955530166626,1722829468.6254206,1.483320236206055,{'runtime': 51},0.0,0.5894500017166138,2.04727554321289,0.6572999954223633,,,,,,xoccurs,,,,,,469986,,,,,5000,,,abstractor,1750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,xoccurs__abstractor,,abstractor
