name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1000__2024_08_01_16_32_10,0.585349977016449,61.002968549728394,1.1847649812698364,1722544391.6192076,1.035628318786621,{'runtime': 59},0.0,0.5873000025749207,1.6503517627716064,0.5976999998092651,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1000,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1750__2024_08_01_16_32_09,0.7895500063896179,42.62383699417114,0.5624011158943176,1722544372.586293,0.4716729521751404,{'runtime': 41},0.0,0.6620500087738037,1.2928568124771118,0.8169999718666077,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1750,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2250__2024_08_01_16_32_09,0.9171500205993652,29.37804937362671,0.3494037091732025,1722544358.8430064,0.22161218523979187,{'runtime': 28},0.0,0.7687000036239624,1.5254313945770264,0.9391999840736388,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2250,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2500__2024_08_01_16_31_48,0.8761500120162964,36.27083873748779,0.5549960732460022,1722544344.8253536,0.36820557713508606,{'runtime': 35},0.0,0.7993500232696533,0.9886351823806764,0.9088000059127808,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2500,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2000__2024_08_01_16_31_47,0.922249972820282,39.44778919219971,0.37307339906692505,1722544346.7359772,0.3551877439022064,{'runtime': 38},0.0,0.9003499746322632,0.5223559141159058,0.9359999895095824,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2000,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2000__2024_08_01_16_31_35,0.8711000084877014,27.27289128303528,0.5971730351448059,1722544322.7153563,0.3740314841270447,{'runtime': 26},0.0,0.7488499879837036,0.8797122836112976,0.9099000096321106,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2000,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=500__2024_08_01_16_31_35,0.5159800052642822,49.819278955459595,0.7537624835968018,1722544344.9927309,0.7475970387458801,{'runtime': 48},0.0,0.5137199759483337,0.7403693795204163,0.5274999737739563,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2250__2024_08_01_16_31_06,0.8285499811172485,36.549190282821655,0.9151612520217896,1722544303.3402524,0.5442253947257996,{'runtime': 35},0.0,0.690850019454956,2.0064687728881836,0.8801000118255615,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2250,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=750__2024_08_01_16_31_05,0.513450026512146,63.05134725570679,1.5219011306762695,1722544328.7689462,1.4515386819839478,{'runtime': 61},0.0,0.5138499736785889,1.5974982976913452,0.5151000022888184,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,750,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1500__2024_08_01_16_31_03,0.7026000022888184,56.04561805725098,0.8137048482894897,1722544319.405893,0.7878597974777222,{'runtime': 54},0.0,0.6604499816894531,1.0319159030914309,0.7325000166893005,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1500,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1750__2024_08_01_16_30_53,0.9212499856948853,45.11591339111328,0.4097924828529358,1722544298.7827573,0.26947394013404846,{'runtime': 43},0.0,0.8946499824523926,0.5509571433067322,0.9448000192642212,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1750,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1750__2024_08_01_16_30_51,0.9358500242233276,34.601598501205444,0.2579677104949951,1722544286.6052775,0.13768184185028076,{'runtime': 33},0.0,0.7873499989509583,0.92172110080719,0.9624000191688538,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1750,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=750__2024_08_01_16_30_51,0.5221499800682068,69.60196828842163,1.3124321699142456,1722544321.0982792,1.2665369510650637,{'runtime': 69},0.0,0.5200499892234802,1.624850869178772,0.521399974822998,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,750,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=250__2024_08_01_16_30_44,0.5530200004577637,78.13274478912354,4.009238243103027,1722544323.8734798,4.110503673553467,{'runtime': 77},0.0,0.5677599906921387,4.181352615356445,0.5555999875068665,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=250__2024_08_01_16_30_30,0.5637400150299072,57.51504182815552,3.1309380531311035,1722544289.6917138,3.2207512855529785,{'runtime': 57},0.0,0.5784199833869934,2.891716480255127,0.5612000226974487,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2000__2024_08_01_16_30_24,0.8664000034332275,36.521432638168335,0.3523595333099365,1722544261.5255306,0.33095431327819824,{'runtime': 35},0.0,0.7870500087738037,0.46270230412483215,0.8858000040054321,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2000,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1500__2024_08_01_16_30_06,0.6762999892234802,40.61153817176819,1.1175546646118164,1722544246.869378,0.9902931451797484,{'runtime': 39},0.0,0.620199978351593,1.2594373226165771,0.7006999850273132,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1500,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=500__2024_08_01_16_30_05,0.5026000142097473,51.37190580368042,0.7386293411254883,1722544257.2763498,0.7418030500411987,{'runtime': 50},0.0,0.5117999911308289,0.6996666193008423,0.5008000135421753,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1250__2024_08_01_16_29_55,0.7126500010490417,60.63593125343323,0.9236258864402772,1722544256.3976882,0.7542917132377625,{'runtime': 59},0.0,0.6621999740600586,1.3079304695129397,0.7454000115394592,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1250,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=500__2024_08_01_16_29_53,0.4973500072956085,52.86925148963928,0.8946874737739563,1722544246.4873624,0.8056535124778748,{'runtime': 50},0.0,0.4993999898433686,1.151138424873352,0.5067999958992004,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1500__2024_08_01_16_29_48,0.9067500233650208,61.63116788864136,0.44068774580955505,1722544250.307781,0.38779178261756897,{'runtime': 60},0.0,0.8759499788284302,0.48590049147605896,0.9222000241279602,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1500,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1750__2024_08_01_16_29_33,0.8439000248908997,42.495988845825195,0.5544017553329468,1722544216.174094,0.4053923785686493,{'runtime': 41},0.0,0.7930499911308289,0.8189876675605774,0.8646000027656555,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1750,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1250__2024_08_01_16_29_10,0.8115500211715698,49.51266145706177,0.9089651107788086,1722544199.8120637,0.7827906012535095,{'runtime': 43},0.0,0.7188500165939331,1.4900197982788086,0.8335000276565552,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1250,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=250__2024_08_01_16_28_56,0.4993999898433686,57.739200592041016,1.1882399320602417,1722544195.9158237,1.2420681715011597,{'runtime': 57},0.0,0.4952000081539154,0.973834753036499,0.5044999718666077,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1000__2024_08_01_16_28_50,0.863099992275238,59.9760947227478,0.44341903924942017,1722544190.6428547,0.3178153932094574,{'runtime': 58},0.0,0.6810500025749207,1.3491772413253784,0.8913000226020813,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1000,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=250__2024_08_01_16_28_46,0.4954000115394592,58.18175029754639,1.0254119634628296,1722544185.6545434,0.9717532396316528,{'runtime': 57},0.0,0.4975000023841858,0.9862117171287536,0.4997999966144562,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1250__2024_08_01_16_28_31,0.8346999883651733,65.6479115486145,0.8223574161529541,1722544177.0569715,0.5678892731666565,{'runtime': 63},0.0,0.7918999791145325,1.047290563583374,0.8823000192642212,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1250,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1500__2024_08_01_16_28_25,0.8214499950408936,57.23745632171631,0.6942446827888489,1722544163.1764524,0.5879405736923218,{'runtime': 56},0.0,0.7875999808311462,0.789681077003479,0.8514999747276306,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1500,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=20000__2024_08_01_16_28_20,0.513949990272522,94.71481919288637,1.1092222929000854,1722544194.8155982,1.0256962776184082,{'runtime': 93},0.0,0.5042999982833862,1.2027783393859863,0.5364999771118164,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,20000,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
